The,the,s,topic_35,0,freq1,0.1,ig5,0.2,sal5,0.3
Turn,turn,s,topic_86,0.0,freq2,0.0,ig5,0.0,sal3,0.0
of,of,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal1,0.0
a,a,s,topic_56,0.0,freq1,0.0,ig5,0.0,sal3,0.0
Friendly,friendly,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
Card,card,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
(,(,,,,,,,,,
Part,part,s,topic_35,0.0,freq5,0.0,ig5,0.0,sal5,0.0
1,1,,topic_93,0.0,freq3,0.0,ig4,0.0,sal4,0.0
),),s,,,,,,,,
(,(,,,,,,,,,
Lead,lead,s,topic_26,0.0,freq4,0.0,ig5,0.0,sal4,0.0
vocal,vocal,s,topic_26,0.0,freq5,0.0,ig1,0.0,sal3,0.0
-,-,s,,,,,,,,
Chris,chris,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
Rainbow,rainbow,,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
),),s,,,,,,,,
There,there,s,topic_35,0.0,freq4,0.0,ig5,0.0,sal5,0.0
are,are,s,topic_86,0.0,freq4,0.0,ig5,0.0,sal5,0.0
unsmiling,unsmiling,s,topic_93,0.0,freq5,0.0,ig1,0.0,sal5,0.0
faces,faces,s,topic_26,0.0,freq5,0.0,ig5,0.0,sal5,0.0
and,and,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal5,0.0
bright,bright,s,topic_26,0.0,freq5,0.0,ig5,0.0,sal5,0.0
plastic,plastic,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
chains,chains,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
And,and,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal5,0.0
a,a,s,topic_93,0.0,freq3,0.0,ig5,0.0,sal5,0.0
wheel,wheel,s,topic_31,0.0,freq5,0.0,ig5,0.0,sal4,0.0
in,in,s,topic_35,0.0,freq3,0.0,ig5,0.0,sal5,0.0
perpetual,perpetual,s,topic_26,0.0,freq5,0.0,ig4,0.0,sal4,0.0
motion,motion,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
And,and,s,topic_86,0.0,freq3,0.0,ig5,0.0,sal5,0.0
they,they,s,topic_79,0.0,freq1,0.0,ig5,0.0,sal1,0.0
follow,follow,s,topic_86,0.0,freq5,0.0,ig5,0.0,sal5,0.0
the,the,s,topic_3,0.0,freq1,0.0,ig5,0.0,sal1,0.0
races,races,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
and,and,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal5,0.0
pay,pay,s,topic_26,0.0,freq4,0.0,ig5,0.0,sal5,0.0
out,out,s,topic_93,0.0,freq3,0.0,ig5,0.0,sal5,0.0
the,the,s,topic_26,0.0,freq1,0.0,ig5,0.0,sal2,0.0
gains,gains,s,topic_93,0.0,freq5,0.0,ig1,0.0,sal5,0.0
With,with,s,topic_3,0.0,freq2,0.0,ig5,0.0,sal5,0.0
no,no,s,topic_82,0.0,freq1,0.0,ig5,0.0,sal1,0.0
show,show,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
of,of,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal1,0.0
outward,outward,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
emotion,emotion,s,topic_22,0.0,freq5,0.0,ig5,0.0,sal5,0.0
And,and,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal5,0.0
they,they,s,topic_79,0.0,freq1,0.0,ig5,0.0,sal1,0.0
think,think,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
it,it,s,topic_56,0.0,freq2,0.0,ig5,0.0,sal4,0.0
will,will,s,topic_35,0.0,freq1,0.0,ig5,0.0,sal1,0.0
make,make,s,topic_56,0.0,freq4,0.0,ig5,0.0,sal5,0.0
their,their,s,topic_79,0.0,freq2,0.0,ig5,0.0,sal2,0.0
lives,lives,s,topic_26,0.0,freq4,0.0,ig5,0.0,sal5,0.0
easier,easier,s,topic_56,0.0,freq5,0.0,ig5,0.0,sal4,0.0
For,for,s,topic_35,0.0,freq4,0.0,ig5,0.0,sal5,0.0
God,god,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
knows,knows,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
up,up,s,topic_35,0.0,freq5,0.0,ig5,0.0,sal5,0.0
till,till,s,topic_86,0.0,freq4,0.0,ig5,0.0,sal5,0.0
now,now,s,topic_86,0.0,freq4,0.0,ig5,0.0,sal5,0.0
it's,it's,s,topic_56,0.0,freq2,0.0,ig5,0.0,sal1,0.0
been,been,s,topic_93,0.0,freq3,0.0,ig5,0.0,sal5,0.0
hard,hard,s,topic_56,0.0,freq4,0.0,ig5,0.0,sal3,0.0
But,but,s,topic_56,0.0,freq3,0.0,ig5,0.0,sal5,0.0
the,the,s,topic_79,0.0,freq1,0.0,ig5,0.0,sal5,0.0
game,game,s,topic_93,0.0,freq3,0.0,ig5,0.0,sal5,0.0
never,never,s,topic_79,0.0,freq3,0.0,ig5,0.0,sal5,0.0
ends,ends,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
when,when,s,topic_93,0.0,freq3,0.0,ig5,0.0,sal5,0.0
your,your,s,topic_93,0.0,freq2,0.0,ig5,0.0,sal5,0.0
whole,whole,s,topic_6,0.0,freq5,0.0,ig5,0.0,sal5,0.0
world,world,s,topic_26,0.0,freq3,0.0,ig5,0.0,sal1,0.0
depends,depends,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
On,on,s,topic_31,0.0,freq1,0.0,ig5,0.0,sal4,0.0
the,the,s,topic_26,0.0,freq1,0.0,ig5,0.0,sal2,0.0
turn,turn,s,topic_86,0.0,freq2,0.0,ig5,0.0,sal3,0.0
